NPI,lst_nm,frst_nm,source,Quality_category_score,PI_category_score,IA_category_score,final_MIPS_score_without_CPB,final_MIPS_score
1659867497,GOLDENBERG,AUSTIN,group,94.9,,40,95.6,98.3
1710191804,FEROLDI,KATHRYN,group,94.9,,40,95.6,98.3
1760857031,EISENSCHMIDT,SARAH,group,94.9,,40,95.6,98.3
1770879124,MAHNENSMITH,MARK,group,94.9,,40,95.6,98.3
1780700864,NEUBERGER,WALTER,group,94.9,,40,95.6,98.3
1780815530,DEBLOIS,RACHEL,group,94.9,,40,95.6,98.3
1801807029,HARVEY,JASON,group,94.9,,40,95.6,98.3
1831535715,MILNER,JULIA,group,94.9,,40,95.6,98.3
1881189090,TOLENTO,JULIE,group,94.9,,40,95.6,98.3
1063939122,SIERER,KURT,group,,,,45,45
1104858877,GEIGER,ARTHUR,group,,,,45,45
1164429619,KOMNINAKAS,IGNATIUS,apm,,,,45,45
1184948911,GLEASON,MEGAN,group,,,,45,45
1528148244,DIAZ,LORRAINE,group,,,,45,45
1578595237,RICHO,GARY,apm,,,,45,45
1669493938,GELDERMAN,LAURIE,group,,,,45,45
1689674376,SUOMALA,MICHAEL,group,,,,45,45
1720011547,WALLER,SCOTT,apm,,,,45,45
1760402184,PHILLIPS,CHRISTOPHER,group,,,,45,45
1376597427,HAJ DARWISH,YUSEF,individual,70.6,96,40,82.7,86.9
1053706911,GRAY,JAYLA,apm,100,67.7,40,90.3,95.1
1114927878,MRUK,DONALD,apm,100,76.2,40,92.9,100
1588664247,SOULE REGINE,TIMOTHY,apm,100,76.2,40,92.9,100
1053407304,RANA,SUNIL,individual,,98,40,98.3,100
1467683227,VAFIDIS,CONSTANTINE,individual,,,,45,45
1194701078,MARGRAF,SCOTT,apm,97.5,78.3,40,92.2,97.8
1396815692,BOISVERT,JACQUELINE,individual,79.4,86,40,84.5,87
1104352434,BELLEVILLE,AMANDA,group,41.4,0,0,22.8,25.7
1134570302,BARR,KATHLEEN,group,41.4,0,0,22.8,25.7
1134641616,SPENCE,KIMBERLY,group,41.4,0,0,22.8,25.7
1205090958,MAIDA,REBECCA,group,41.4,0,0,22.8,25.7
1205996394,SEYMOUR,ANTHONY,group,41.4,0,0,22.8,25.7
1235213166,SOLL,DAVID,group,41.4,0,0,22.8,25.7
1245496009,POLSONETTI,DARINA,group,41.4,0,0,22.8,25.7
1295045615,CHUTE,LAUREL,group,41.4,0,0,22.8,25.7
1336580901,SALOMON,SHIRLEY,group,41.4,0,0,22.8,25.7
1386887487,CASEY,BOBBIE JO,group,41.4,0,0,22.8,25.7
1407849987,ERB,MARIBETH,group,41.4,0,0,22.8,25.7
1487212346,TRAN,TONY,group,41.4,0,0,22.8,25.7
1508982141,MACIASZEK,ANDREW,group,41.4,0,0,22.8,25.7
1588046783,ZHANG,DONNA,group,41.4,0,0,22.8,25.7
1609957893,KOLNIK,STEPHEN,group,41.4,0,0,22.8,25.7
1629636550,MALLAMPALLI,VIVEK,group,41.4,0,0,22.8,25.7
1679617104,COFFEY,KATHERINE,group,41.4,0,0,22.8,25.7
1700972726,MACBETH,MELANIE,group,41.4,0,0,22.8,25.7
1801272174,MORIN,MELISSA,group,41.4,0,0,22.8,25.7
1841390937,WADMAN,BRIAN,group,41.4,0,0,22.8,25.7
1871577254,MACIASZEK,KIM MCGILLICUDDY,group,41.4,0,0,22.8,25.7
1952680209,ZAPPALA,MARY-ANN,group,41.4,0,0,22.8,25.7
1295762029,BARASCH,PHILIP,group,94.4,82,40,91.5,98.9
1396800868,YOUSUF ALI,SHEIKH,group,94.4,82,40,91.5,98.9
1508802935,BUTLER,JAMES,group,94.4,82,40,91.5,98.9
1548287378,RAO,SANJEEV,group,94.4,82,40,91.5,98.9
1558361402,WILLIAMS,JESSIE,group,94.4,82,40,91.5,98.9
1710183314,CHEN,YANIV,group,94.4,82,40,91.5,98.9
1992731889,BECK,LAWRENCE,group,94.4,82,40,91.5,98.9
1720491673,KAISER,PHILIP,apm,,100,40,100,100
1952547424,LARSON,PAUL,group,95.9,,40,96.5,100
1528072360,LITANI,VLADAS,apm,100,76.2,40,92.9,100
1003104910,YE,YIXIA,group,98.9,81,40,93.7,97.2
1053625459,HAHN,DAVID,group,98.9,81,40,93.7,97.2
1154340271,VELEZ CALDERON,EDUARDO,group,98.9,81,40,93.7,97.2
1447237003,LEONG,PATRICK,group,98.9,81,40,93.7,97.2
1306377049,BROUT,ISABELLA,apm,97.3,,40,97.8,100
1073823761,LUE,SHIH HO,apm,100,,40,100,100
1083807887,CHAUDHARY,SAQIB,apm,100,,40,100,100
1104139138,SYED,TOYIBA,apm,100,,40,100,100
1174979447,BECK,MA LEONOR,apm,100,,40,100,100
1194945063,DOBRITA,ALINA,apm,100,,40,100,100
1255731394,PAUDEL,PRAKASH,apm,100,,40,100,100
1306220900,VITERI MALONE,MARIUXI,apm,100,,40,100,100
1346353687,LIEBERMANN,KARL,apm,100,,40,100,100
1487918025,THAMPATTY,GAYATHRI,apm,100,,40,100,100
1518990829,WILFRED,ALPHONSE,apm,100,,40,100,100
1548479314,HERMANN,JODIE,apm,100,,40,100,100
1558713065,ESA,NADA,apm,100,,40,100,100
1588015564,MAZRAEH,DALAL,apm,100,,40,100,100
1619148046,DHARMARAJAN,KABILAN,apm,100,,40,100,100
1659790251,VEULENS,JESSICA,group,67.5,,40,72.4,80.8
1679728018,NAKHLA,PETER,apm,100,,40,100,100
1700826872,CHUN,ERIC,apm,100,,40,100,100
1710232012,PAUDEL,SUBHASH,apm,100,,40,100,100
1710368493,YUAN,JIN,apm,100,,40,100,100
1740291376,SITTIG,ROY,apm,100,,40,100,100
1760611321,THIPPANNA,RAMAKRISHNA,apm,100,,40,100,100
1881824225,BYUN,JAEHYUN,apm,100,,40,100,100
1881884567,WANG,WOLF,apm,100,,40,100,100
1902268121,DO,THAO,apm,100,,40,100,100
1912154253,KURMA,SREEDHAR,apm,100,,40,100,100
1932186574,VALLABHANENI,BASAVA,apm,100,,40,100,100
1932496064,TAGARAM,SANDHYA DEVI,apm,100,,40,100,100
1952785982,ABUHASHMEH,KHALED,apm,100,,40,100,100
1508824475,BLUMENTHAL,NINA,apm,100,81.9,40,94.6,100
1497745111,DUNBAR,STUART,individual,,,,45,45
1013086552,CASINELLI,PAUL,group,100,,40,100,100
1013955665,DENNEY,ROGER,group,100,,40,100,100
1154371102,GRIFFIN,JAMES,group,100,,40,100,100
1316971492,GRAHAM,JOHN,group,100,,40,100,100
1407827256,CAMERON,ALISON,group,100,,40,100,100
1417991571,CHINN,ROBERT,group,100,,40,100,100
1447226097,WRIGHT,ADAM,group,100,,40,100,100
1487653317,COMITO,JOHN,group,100,,40,100,100
1497754394,BARLOW,JARED,group,100,,40,100,100
1558659532,MEEKS,JASON,group,100,,40,100,100
1750549622,CABRERA,HENRY,group,100,,40,100,100
1467764381,CHECO HEINSEN,ELIE,group,20,,20,24.5,32.3
1043278674,CHATTERJEE,ARABINDA,apm,100,78.2,40,93.5,100
1164469854,CHATTERJEE,NITA,apm,100,78.2,40,93.5,100
1407964893,FICHT,KAY,individual,100,,40,100,100
1598901217,SEKHAR,RAJAT,individual,,,,45,45
1053306589,PEARCE,THOMAS,apm,100,79.9,40,94,99.3
1508856550,LASKOWSKI,CHESTER,apm,100,80,40,94,98.4
1194847186,CARRICABURU,JUSTIN,group,0,80,20,31.5,38
1013019439,BERRY,ALEXANDER,apm,100,76.2,40,92.9,100
1114975364,ZAPSON,DANIEL,apm,100,76.2,40,92.9,100
1124125836,SOVAGO TAMAS,EVA,apm,100,76.2,40,92.9,100
1205039849,DICAMPLI,REBECCA,apm,100,76.2,40,92.9,100
1215160072,HASSAN,TUYYAB,apm,100,76.2,40,92.9,100
1235126061,KAREEM,MUHAMMAD,apm,100,76.2,40,92.9,100
1235135336,BAJWA,MOHAMMAD,apm,100,76.2,40,92.9,100
1245427285,EPSTEIN,NOAH,apm,100,76.2,40,92.9,100
1306837174,ANTI,SUSAN,apm,100,76.2,40,92.9,100
1346337813,ZAR,HARVEY,apm,100,76.2,40,92.9,100
1417163775,SAVIRI,ANTHONY,apm,100,76.2,40,92.9,100
1437314325,MARU,SANDIP,apm,100,76.2,40,92.9,100
1447342183,SNOW,KEVIN,apm,100,76.2,40,92.9,100
1487629234,WEINSTOCK,ARTHUR,apm,100,76.2,40,92.9,100
1487896551,STREBEL,JOSEPH,apm,100,76.2,40,92.9,100
1528020278,STEMP,LEO,apm,100,76.2,40,92.9,100
1689670770,FEINBERG,HALBERT,apm,100,76.2,40,92.9,100
1700990603,ODUTOLA,FLORENCE,apm,100,76.2,40,92.9,100
1770680480,TAMAS,ENDRE,apm,100,76.2,40,92.9,100
1780672105,DONNELLY,RUSSELL,apm,100,76.2,40,92.9,100
1861652240,DULALA,RENUKA,apm,100,76.2,40,92.9,100
1891774097,INSTRUM,KHALED,apm,100,76.2,40,92.9,100
1962575928,MALIK,RUBEELA,apm,100,76.2,40,92.9,100
1861432841,JONES,REBECCA,individual,,,,45,45
1912913039,STOTSKY,SHARON,group,100,0,40,70,74.1
1093829780,DOW,CHRISTOPHER,group,85.9,,40,88,93.5
1114192309,ALMENAS,FERNANDO,group,85.9,,40,88,93.5
1114982402,RIZVI,SYED ASAD,group,85.9,,40,88,93.5
1124259858,KESTUR  RAJASEKHAR,DIVYA,group,85.9,,40,88,93.5
1144328402,KING,BRIAN,group,85.9,,40,88,93.5
1144632241,AMOAKOHENE,SAMUEL,group,85.9,,40,88,93.5
1205042405,SAYED,HUMA,group,85.9,,40,88,93.5
1225080740,CAMPAGNONE,ROBERT,group,85.9,,40,88,93.5
1306188446,TRAPANI,LINDA,group,85.9,,40,88,93.5
1356431704,FRANK,RICHARD,group,85.9,,40,88,93.5
1457518383,TAHIR,NAVEED,group,85.9,,40,88,93.5
1487896551,STREBEL,JOSEPH,group,85.9,,40,88,93.5
1497720783,ELBAUM,HARRY,group,85.9,,40,88,93.5
1528012630,PARO,ROGER,group,85.9,,40,88,93.5
1528033545,CHAN,KWOK,group,85.9,,40,88,93.5
1558455493,HOLMGREN,JUDITH,group,85.9,,40,88,93.5
1649594664,YU,CHENG,group,85.9,,40,88,93.5
1669685335,MEDINA,BERNARDO,group,85.9,,40,88,93.5
1720240377,RODRIGUEZ,ELVIS,group,85.9,,40,88,93.5
1730397753,ATAM,RITU,group,85.9,,40,88,93.5
1750367710,TREJO,LUIS-CARLOS,group,85.9,,40,88,93.5
1770752909,VERMA,RAJEEV,group,85.9,,40,88,93.5
1952391682,KANTER,GARY,group,85.9,,40,88,93.5
1962451211,FOSTER,CRAIG,group,85.9,,40,88,93.5
1972772382,KANTOR,HARRIS,group,85.9,,40,88,93.5
1679572127,KOFF,ARNOLD,apm,100,78.2,40,93.5,100
1417138850,CARRELLAS,ROBERT,apm,100,81.9,40,94.6,100
1366692691,HEMDAN ABDALLA,ALY,group,87.5,86,40,88.9,97.2
1659363042,GIOSA,RICHARD,group,87.5,86,40,88.9,97.2
1811014699,NAIR,LAURENCE,group,87.5,86,40,88.9,97.2
1649296500,ZBOINSKI,JOHN,group,,,,45,45
1326248980,OHENE-ADJEI,RITA,apm,100,78.1,40,93.4,99
1023190634,WREDE,JAMES,individual,93.7,88,40,92.9,95.2
1871531269,RODRIGUES,ALLAN,individual,,,,45,45
1992875744,BOUDREAU,REGIS,individual,,,,45,45
1013983402,ALFONSO,JORGE,group,,75,40,78.8,81.7
1043474018,VEREEN,JAMES,group,,75,40,78.8,81.7
1053389924,GRYBOSKI,ANN,group,,75,40,78.8,81.7
1124479720,ZAFAR,HIRA,group,,75,40,78.8,81.7
1205369527,GROSS,ZACHARY,group,,75,40,78.8,81.7
1235110396,CRAIG-MULLER,JULIA,group,,75,40,78.8,81.7
1285843169,RANA,MAHMOOD,group,,75,40,78.8,81.7
1295724664,WATHIER,CHRISTOPHER,group,,75,40,78.8,81.7
1326201815,TADBIRI,ARASH,group,,75,40,78.8,81.7
1386896256,DANG,GAURAV,group,,75,40,78.8,81.7
1417128596,QADIR,MUHAMMAD,group,,75,40,78.8,81.7
1437144847,PRIETO,MIGUEL,group,,75,40,78.8,81.7
1497195465,UMAR,HAMNA,group,,75,40,78.8,81.7
1528033305,WEINSTEIN MORENO,LISA,group,,75,40,78.8,81.7
1588666358,HOLLAND,RUTH,group,,75,40,78.8,81.7
1629091608,SIDHARTHA,KUMARA,group,,75,40,78.8,81.7
1649227588,FRANKLIN,MARCIA,group,,75,40,78.8,81.7
1851367312,AHMED,MUNIR,group,,75,40,78.8,81.7
1891752572,OCONNOR,JAMES,group,,75,40,78.8,81.7
1902864788,RITTEL,MATTHEW,group,,75,40,78.8,81.7
1912996513,RODMAN,MARIELLEN,group,,75,40,78.8,81.7
1952481095,CROSSON,PETER,group,,75,40,78.8,81.7
1720491145,PAREKH,SEJAL,group,98.8,66,40,89.1,99.1
1003907080,WHITE,KATHLEEN,apm,100,79.9,40,94,99.3
1003914375,ROBSON,KRISTEN,apm,100,79.9,40,94,99.3
1013322452,WANG,TONY,apm,100,79.9,40,94,99.3
1023421492,BIRKETT,TANYA,apm,100,79.9,40,94,99.3
1023458411,SCOTT,ARIADNE,apm,100,79.9,40,94,99.3
1033144852,OBRIEN,DANIEL,apm,100,79.9,40,94,99.3
1033166293,ERLER,ANITA,apm,100,79.9,40,94,99.3
1033202353,TILEM,MATTHEW,apm,100,79.9,40,94,99.3
1043395007,BOUDREAU,EDWARD,apm,100,79.9,40,94,99.3
1043486632,BAGLA,RITU,apm,100,79.9,40,94,99.3
1053368787,ALDERSON,LLOYD,apm,100,79.9,40,94,99.3
1053417592,CAMERON,EWAN,apm,100,79.9,40,94,99.3
1053584037,PUNZALAN,CARMI,apm,100,79.9,40,94,99.3
1063510048,GROSS,PAUL,apm,100,79.9,40,94,99.3
1063569093,SORCINI,ANDREA,apm,100,79.9,40,94,99.3
1063733731,EURICH,LAURA,apm,100,79.9,40,94,99.3
1073581898,SMAROFF,GREGORY,apm,100,79.9,40,94,99.3
1073616868,WINGER,CHRISTINE,apm,100,79.9,40,94,99.3
1093761587,LEEGWATER KIM,JULIE,apm,100,79.9,40,94,99.3
1093805806,SPECHT,LAWRENCE,apm,100,79.9,40,94,99.3
1093807323,NEZHAD,STEVEN,apm,100,79.9,40,94,99.3
1093812828,MALONE,ERIN,apm,100,79.9,40,94,99.3
1093859407,FAUST,ROBERT,apm,100,79.9,40,94,99.3
1104813500,VO,HOAI-NU,apm,100,79.9,40,94,99.3
1104926385,NEUMEYER,DAVID,apm,100,79.9,40,94,99.3
1114013794,JETT,LAURA,apm,100,79.9,40,94,99.3
1114024379,KOVACS,SUSAN,apm,100,79.9,40,94,99.3
1114303906,LEE,JOHN,apm,100,79.9,40,94,99.3
1124128988,CAMPAGNA,ANTHONY,apm,100,79.9,40,94,99.3
1124183405,SWANGO,TERESA,apm,100,79.9,40,94,99.3
1134143597,SHEEHAN,LORI,apm,100,79.9,40,94,99.3
1134209844,MANNION,SIOBHAN,apm,100,79.9,40,94,99.3
1134337249,VYTOPIL,MICHAL,apm,100,79.9,40,94,99.3
1134356975,SHARMA,BALRAM,apm,100,79.9,40,94,99.3
1144202664,CYR,APRIL,apm,100,79.9,40,94,99.3
1144311226,KATZ,SHARON,apm,100,79.9,40,94,99.3
1144326604,DOUCETTE,KARI,apm,100,79.9,40,94,99.3
1154394955,KALISH,RICHARD,apm,100,79.9,40,94,99.3
1154511293,MARCANTONIO,ANDREW,apm,100,79.9,40,94,99.3
1154570372,WILSON,KEREN,apm,100,79.9,40,94,99.3
1164454682,LEBOW,JOANNE,apm,100,79.9,40,94,99.3
1164717708,SCANLAN,VICTORIA,apm,100,79.9,40,94,99.3
1164764320,BAKHIT,MENA,apm,100,79.9,40,94,99.3
1164842613,HACKL,FLORIAN,apm,100,79.9,40,94,99.3
1174528954,PATIL,SAVITA,apm,100,79.9,40,94,99.3
1174535918,MOINZADEH,ALIREZA,apm,100,79.9,40,94,99.3
1174639025,GRASSO,MARIO,apm,100,79.9,40,94,99.3
1174650501,LIPWORTH,ADAM,apm,100,79.9,40,94,99.3
1174865901,WULKAN,ADAM,apm,100,79.9,40,94,99.3
1174932446,SCHWAGER,ZACHARY,apm,100,79.9,40,94,99.3
1184720641,GABRIEL,KENNETH,apm,100,79.9,40,94,99.3
1194162768,BASSIL,RIBAL,apm,100,79.9,40,94,99.3
1194164988,DAWSON,JAMES,apm,100,79.9,40,94,99.3
1194821090,LEHRER,RICHARD,apm,100,79.9,40,94,99.3
1194821660,HIEBERT,JOHN,apm,100,79.9,40,94,99.3
1194821678,LONG,AUDREY,apm,100,79.9,40,94,99.3
1194822841,GRAY,ANTHONY,apm,100,79.9,40,94,99.3
1205253135,JONES,BRADLEY,apm,100,79.9,40,94,99.3
1205934064,ORFANOS,GERRY,apm,100,79.9,40,94,99.3
1215197983,DAWISKIBA,MALGORZATA,apm,100,79.9,40,94,99.3
1215967955,KARAVASILIS,ANGELA,apm,100,79.9,40,94,99.3
1225394810,HASAN,IMRAN,apm,100,79.9,40,94,99.3
1235411232,PELLERIN,PIERRE,apm,100,79.9,40,94,99.3
1245323112,GOLDBERG,ERIC,apm,100,79.9,40,94,99.3
1245327386,CASTRO,XIMENA,apm,100,79.9,40,94,99.3
1255437703,WEINFELD,LAWRENCE,apm,100,79.9,40,94,99.3
1255439386,NGHIEM,LUAN,apm,100,79.9,40,94,99.3
1255502936,STEFKA,MICHELLE,apm,100,79.9,40,94,99.3
1265674543,FRAGA,POLLY,apm,100,79.9,40,94,99.3
1265683254,JONES,NATHAN,apm,100,79.9,40,94,99.3
1265724090,DIETRICH,GRETCHEN,apm,100,79.9,40,94,99.3
1265847164,KANAKIS,ALLISON,apm,100,79.9,40,94,99.3
1275591927,SARIN,SUNIL,apm,100,79.9,40,94,99.3
1285680983,FARHAT,TAMMAM,apm,100,79.9,40,94,99.3
1295820876,LUNGU,OANA,apm,100,79.9,40,94,99.3
1295831766,OCONNOR,CORNELIUS,apm,100,79.9,40,94,99.3
1295833804,DOBSON,DAVID,apm,100,79.9,40,94,99.3
1295835833,ROSS MCCORMACK,RUTH,apm,100,79.9,40,94,99.3
1295882207,WELCH,HAROLD,apm,100,79.9,40,94,99.3
1295891109,MOHEBAN,CAROL,apm,100,79.9,40,94,99.3
1306081963,MALIK,NEHA,apm,100,79.9,40,94,99.3
1306251079,YAVAROVICH,EKATERINA,apm,100,79.9,40,94,99.3
1306939111,PETRONE,RICHARD,apm,100,79.9,40,94,99.3
1316027519,PAGE,ELIZABETH,apm,100,79.9,40,94,99.3
1316048861,CROGNALE,JANICE,apm,100,79.9,40,94,99.3
1316258353,FIKRY,KARIM,apm,100,79.9,40,94,99.3
1316398738,MATTIMORE,JOHN,apm,100,79.9,40,94,99.3
1316933005,ROBERTS,BLAIR,apm,100,79.9,40,94,99.3
1326095712,VANNI,ALEX,apm,100,79.9,40,94,99.3
1326362880,SUSKI,JOANNA,apm,100,79.9,40,94,99.3
1336179514,KEITZ,SHERI,apm,100,79.9,40,94,99.3
1336360742,FRITZ,DOUGLAS,apm,100,79.9,40,94,99.3
1336403930,HELENIUS,JOHANNA,apm,100,79.9,40,94,99.3
1356397137,GABRIEL,ALIS,apm,100,79.9,40,94,99.3
1356433288,KRUTT,KENNETH,apm,100,79.9,40,94,99.3
1356440762,CORKERY,JOSEPH,apm,100,79.9,40,94,99.3
1356661250,JELLISON,ANGELA,apm,100,79.9,40,94,99.3
1366495749,BOCHMAN,MARISA,apm,100,79.9,40,94,99.3
1366541732,TILZEY,JOHN,apm,100,79.9,40,94,99.3
1376527630,KLENZ,JEFFREY,apm,100,79.9,40,94,99.3
1376649814,BHAVE,SUJATA,apm,100,79.9,40,94,99.3
1376741785,PINCUS,MICHAEL,apm,100,79.9,40,94,99.3
1376806653,DOR,ALON,apm,100,79.9,40,94,99.3
1376929893,MARTIN PAEZ,YOSBELKYS,apm,100,79.9,40,94,99.3
1386684819,STIX,MICHAEL,apm,100,79.9,40,94,99.3
1386707370,HELD,GISELA,apm,100,79.9,40,94,99.3
1386750214,JOHNSON,ELIZABETH,apm,100,79.9,40,94,99.3
1396285748,ZHOU,JIAYI,apm,100,79.9,40,94,99.3
1396732608,MASSOUD,ELIAS,apm,100,79.9,40,94,99.3
1396857009,MELIN,JUDITH,apm,100,79.9,40,94,99.3
1396916045,MANDEVILLE,JESSICA,apm,100,79.9,40,94,99.3
1396976205,DEVON,OCTAVIA,apm,100,79.9,40,94,99.3
1407134745,SHARMA,NIDHI,apm,100,79.9,40,94,99.3
1417094350,RENICK MILLER,HEATHER,apm,100,79.9,40,94,99.3
1417129636,ROSENBERG,BRIAN,apm,100,79.9,40,94,99.3
1417187386,KONDURI,SRIVALLI,apm,100,79.9,40,94,99.3
1417344532,RYER,ELIZABETH,apm,100,79.9,40,94,99.3
1417933995,SAINI,PRITINDER,apm,100,79.9,40,94,99.3
1427156405,DELOOMY,ILHAM,apm,100,79.9,40,94,99.3
1427248566,LOBO,MARGARET,apm,100,79.9,40,94,99.3
1427317247,BRUNNER,KATHERINE,apm,100,79.9,40,94,99.3
1437257268,NIGBOROWICZ,THADDEUS,apm,100,79.9,40,94,99.3
1437258605,DANOWITZ,JAY,apm,100,79.9,40,94,99.3
1437365897,BASTIN,JAYASEELI,apm,100,79.9,40,94,99.3
1437460045,LANDRY,TERESE,apm,100,79.9,40,94,99.3
1447248042,JOYCE,ANN MARIE,apm,100,79.9,40,94,99.3
1447358114,WARNER,ANDREW,apm,100,79.9,40,94,99.3
1447358270,BERARDUCCI,MICHAEL,apm,100,79.9,40,94,99.3
1447411624,SAIYED,SHAMILA,apm,100,79.9,40,94,99.3
1447431713,SCHWARTZ,JENNIFER,apm,100,79.9,40,94,99.3
1467862797,FINOCCHIARO,DARCI,apm,100,79.9,40,94,99.3
1477527919,FRANOWICZ,LAWRENCE,apm,100,79.9,40,94,99.3
1477712057,NUGENT,KARA,apm,100,79.9,40,94,99.3
1477998789,TADEVOSYAN,ALEKSEY,apm,100,79.9,40,94,99.3
1487677027,CONNOLLY,LISA,apm,100,79.9,40,94,99.3
1487689717,SHAFEH,REEM,apm,100,79.9,40,94,99.3
1497793954,PETROVA,ROSITSA,apm,100,79.9,40,94,99.3
1508156027,NEAGOE,CALIN,apm,100,79.9,40,94,99.3
1508963208,LAMB,CARLA,apm,100,79.9,40,94,99.3
1508972449,FINAN,TAMAR,apm,100,79.9,40,94,99.3
1518053859,CHOW,STELLA,apm,100,79.9,40,94,99.3
1528048261,CHI,AMY,apm,100,79.9,40,94,99.3
1528075777,SCHISSEL,STEPHEN,apm,100,79.9,40,94,99.3
1528265394,CELESTIN,NATHALIE,apm,100,79.9,40,94,99.3
1528353679,RAMINENI,ANIL,apm,100,79.9,40,94,99.3
1528472073,TOLOKH,ILLYA,apm,100,79.9,40,94,99.3
1538265061,ATA,SANA UR REHMAN,apm,100,79.9,40,94,99.3
1538397732,KLINGE,STEPHEN,apm,100,79.9,40,94,99.3
1538421987,WALSH,TOMAS,apm,100,79.9,40,94,99.3
1548325046,RAFTERY,KEVIN,apm,100,79.9,40,94,99.3
1548689516,WATERMAN,DYLAN,apm,100,79.9,40,94,99.3
1558682211,PLOSKER,MATTHEW,apm,100,79.9,40,94,99.3
1568563245,SRINSVAN,JAYSHIRI,apm,100,79.9,40,94,99.3
1568568368,SARWAR,AKMAL,apm,100,79.9,40,94,99.3
1568569382,REHM,JENNIFER,apm,100,79.9,40,94,99.3
1578728200,ZHUANG,LIYAN,apm,100,79.9,40,94,99.3
1588061964,AIME NOEL,TATIANA BERNDE,apm,100,79.9,40,94,99.3
1598716862,ERLER,DANIEL,apm,100,79.9,40,94,99.3
1598774291,GAZOURIAN,LEE,apm,100,79.9,40,94,99.3
1598855223,WU,TIMOTHY,apm,100,79.9,40,94,99.3
1598861072,KOS,ELZBIETA,apm,100,79.9,40,94,99.3
1598911455,SATHAMBAKAM,DILIP,apm,100,79.9,40,94,99.3
1598981060,LO,ELIZABETH,apm,100,79.9,40,94,99.3
1609009158,GILMAN,MATTHEW,apm,100,79.9,40,94,99.3
1609860857,RIGALI,LESLIE,apm,100,79.9,40,94,99.3
1609902097,CINTORA,STEPHANIE,apm,100,79.9,40,94,99.3
1609974492,NAPOLITANA,GUY,apm,100,79.9,40,94,99.3
1609986074,ARENA,DIANA,apm,100,79.9,40,94,99.3
1619119047,YANG,WEIHONG,apm,100,79.9,40,94,99.3
1619135936,VERMA,HIMANSHU,apm,100,79.9,40,94,99.3
1619144052,BUHAESCU,IRINA,apm,100,79.9,40,94,99.3
1619297124,GROSSMAN,NICOLE,apm,100,79.9,40,94,99.3
1619485885,TITTERINGTON,PATRICK,apm,100,79.9,40,94,99.3
1629054820,QAMAR,AMIR,apm,100,79.9,40,94,99.3
1629171913,CHAUDREY,KHADIJA,apm,100,79.9,40,94,99.3
1629174859,CRAWFORD,BETSEY,apm,100,79.9,40,94,99.3
1629222336,FARWELL,KRISTEN,apm,100,79.9,40,94,99.3
1639105067,BORROMEO,CARL,apm,100,79.9,40,94,99.3
1639112022,NILSON,ELIZABETH,apm,100,79.9,40,94,99.3
1639463292,GIACCOTTO,JOSHUA,apm,100,79.9,40,94,99.3
1639556988,BELOIARTSEV,ARKADI,apm,100,79.9,40,94,99.3
1649238577,MOURTZINOS,ARTHUR,apm,100,79.9,40,94,99.3
1649391798,SHADCHEHR,SARA,apm,100,79.9,40,94,99.3
1659436905,JEWELL,EDWARD,apm,100,79.9,40,94,99.3
1659462083,ZILBER,DMITRIY,apm,100,79.9,40,94,99.3
1679670244,VILLANUEVA,ANDREW,apm,100,79.9,40,94,99.3
1679679153,KOWAL,ANDREW,apm,100,79.9,40,94,99.3
1679912539,WONG,MICHELLE,apm,100,79.9,40,94,99.3
1679957559,NAYYAR,NIDHI,apm,100,79.9,40,94,99.3
1689093270,YERSTEIN,OLEG,apm,100,79.9,40,94,99.3
1699069252,GROSSBERG,LAURIE,apm,100,79.9,40,94,99.3
1699924670,VOETSCH,BARBARA,apm,100,79.9,40,94,99.3
1700052388,SHAH,BHUMI,apm,100,79.9,40,94,99.3
1700174109,KOCHHAR,GAGANDEEP,apm,100,79.9,40,94,99.3
1700204518,DONG,LUKE,apm,100,79.9,40,94,99.3
1700885639,POULOSE,SINI,apm,100,79.9,40,94,99.3
1700982246,BRAVERMAN,IGOR,apm,100,79.9,40,94,99.3
1710054366,AGGARWAL,SAPNA,apm,100,79.9,40,94,99.3
1710062963,GALLAGHER,COLLEEN,group,0,72,20,29.1,33.2
1710184627,BURNS,JOSEPH,apm,100,79.9,40,94,99.3
1710185624,CAVALLO,JAIME,apm,100,79.9,40,94,99.3
1710187331,ACASH,GHAZWAN,apm,100,79.9,40,94,99.3
1710240155,REZAPOUR,SEYED,apm,100,79.9,40,94,99.3
1710368493,YUAN,JIN,apm,100,79.9,40,94,99.3
1720063399,SUMMERHILL,ELEANOR,apm,100,79.9,40,94,99.3
1720069545,ANTELO,MIGUEL,apm,100,79.9,40,94,99.3
1720295124,HO,DOREEN,apm,100,79.9,40,94,99.3
1720399702,SILVERMAN,MARIANNA,apm,100,79.9,40,94,99.3
1730136433,LIESCHING,TIMOTHY,apm,100,79.9,40,94,99.3
1730285271,RUSSO,THOMAS,apm,100,79.9,40,94,99.3
1740276658,GRILLO,JENNIFER,apm,100,79.9,40,94,99.3
1740299668,DAMIANI,ALDO,apm,100,79.9,40,94,99.3
1740386283,BETTENCOURT,JOSEPH,apm,100,79.9,40,94,99.3
1740501550,MA,JINGLI,apm,100,79.9,40,94,99.3
1740629161,LI,TIANYI,apm,100,79.9,40,94,99.3
1750477956,YEH,KEVIN,apm,100,79.9,40,94,99.3
1750487294,RICCIARDONE,MARGUERIT,apm,100,79.9,40,94,99.3
