pri_spec,zip_code,min_medicare_pricing_for_new_patient,max_medicare_pricing_for_new_patient,mode_medicare_pricing_for_new_patient,min_copay_for_new_patient,max_copay_for_new_patient,mode_copay_for_new_patient
GASTROENTEROLOGY,06824,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
GASTROENTEROLOGY,06830,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
GASTROENTEROLOGY,06850,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
GASTROENTEROLOGY,06851,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
GASTROENTEROLOGY,06877,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
GASTROENTEROLOGY,06880,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
GASTROENTEROLOGY,06897,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
GASTROENTEROLOGY,06902,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
GASTROENTEROLOGY,06905,$63.47 ,$190.87 ,$144.70 ,$15.87 ,$47.72 ,$36.17 
INTERNAL MEDICINE,01001,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,01002,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,01007,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,01013,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,01020,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,01027,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,01028,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,01030,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,01040,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,01053,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,01056,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,01060,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,01062,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,01069,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,01073,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,01075,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,01082,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,01085,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,01089,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,01095,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,01096,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,01103,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,01104,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,01105,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,01106,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,01107,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,01108,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,01109,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,01118,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,01119,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,01128,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,01151,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,01199,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,01201,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,01220,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,01226,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,01230,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,01237,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,01238,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,01240,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,01247,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,01301,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,01331,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,01376,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,01420,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,01440,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,01432,$66.29 ,$197.76 ,$150.05 ,$16.57 ,$49.44 ,$37.51 
INTERNAL MEDICINE,01434,$66.29 ,$197.76 ,$150.05 ,$16.57 ,$49.44 ,$37.51 
INTERNAL MEDICINE,01450,$66.29 ,$197.76 ,$150.05 ,$16.57 ,$49.44 ,$37.51 
INTERNAL MEDICINE,01451,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,01453,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,01501,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,01503,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,01510,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,01519,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,01520,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,01523,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,01527,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,01532,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,01534,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,01542,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,01545,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,01550,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,01562,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,01564,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,01568,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,01569,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,01570,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,01581,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,01583,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,01585,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,01590,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,01604,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,01605,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,01606,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,01608,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,01609,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,01610,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,01655,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,01701,$66.29 ,$197.76 ,$150.05 ,$16.57 ,$49.44 ,$37.51 
INTERNAL MEDICINE,01702,$66.29 ,$197.76 ,$150.05 ,$16.57 ,$49.44 ,$37.51 
INTERNAL MEDICINE,01719,$66.29 ,$197.76 ,$150.05 ,$16.57 ,$49.44 ,$37.51 
INTERNAL MEDICINE,01720,$66.29 ,$197.76 ,$150.05 ,$16.57 ,$49.44 ,$37.51 
INTERNAL MEDICINE,01721,$66.29 ,$197.76 ,$150.05 ,$16.57 ,$49.44 ,$37.51 
INTERNAL MEDICINE,01731,$66.29 ,$197.76 ,$150.05 ,$16.57 ,$49.44 ,$37.51 
INTERNAL MEDICINE,01747,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,01742,$66.29 ,$197.76 ,$150.05 ,$16.57 ,$49.44 ,$37.51 
INTERNAL MEDICINE,01746,$66.29 ,$197.76 ,$150.05 ,$16.57 ,$49.44 ,$37.51 
INTERNAL MEDICINE,01748,$66.29 ,$197.76 ,$150.05 ,$16.57 ,$49.44 ,$37.51 
INTERNAL MEDICINE,01749,$66.29 ,$197.76 ,$150.05 ,$16.57 ,$49.44 ,$37.51 
INTERNAL MEDICINE,01752,$66.29 ,$197.76 ,$150.05 ,$16.57 ,$49.44 ,$37.51 
INTERNAL MEDICINE,01756,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,01757,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,01772,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,01760,$66.29 ,$197.76 ,$150.05 ,$16.57 ,$49.44 ,$37.51 
INTERNAL MEDICINE,01776,$66.29 ,$197.76 ,$150.05 ,$16.57 ,$49.44 ,$37.51 
INTERNAL MEDICINE,01778,$66.29 ,$197.76 ,$150.05 ,$16.57 ,$49.44 ,$37.51 
INTERNAL MEDICINE,01801,$66.29 ,$197.76 ,$150.05 ,$16.57 ,$49.44 ,$37.51 
INTERNAL MEDICINE,01803,$66.29 ,$197.76 ,$150.05 ,$16.57 ,$49.44 ,$37.51 
INTERNAL MEDICINE,01805,$66.29 ,$197.76 ,$150.05 ,$16.57 ,$49.44 ,$37.51 
INTERNAL MEDICINE,01810,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,01821,$66.29 ,$197.76 ,$150.05 ,$16.57 ,$49.44 ,$37.51 
INTERNAL MEDICINE,01824,$66.29 ,$197.76 ,$150.05 ,$16.57 ,$49.44 ,$37.51 
INTERNAL MEDICINE,01826,$66.29 ,$197.76 ,$150.05 ,$16.57 ,$49.44 ,$37.51 
INTERNAL MEDICINE,01830,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,01832,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,01833,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,01835,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,01840,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,01841,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,01843,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,01844,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,01845,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,01852,$66.29 ,$197.76 ,$150.05 ,$16.57 ,$49.44 ,$37.51 
INTERNAL MEDICINE,01854,$66.29 ,$197.76 ,$150.05 ,$16.57 ,$49.44 ,$37.51 
INTERNAL MEDICINE,01862,$66.29 ,$197.76 ,$150.05 ,$16.57 ,$49.44 ,$37.51 
INTERNAL MEDICINE,01863,$66.29 ,$197.76 ,$150.05 ,$16.57 ,$49.44 ,$37.51 
INTERNAL MEDICINE,01864,$66.29 ,$197.76 ,$150.05 ,$16.57 ,$49.44 ,$37.51 
INTERNAL MEDICINE,01867,$66.29 ,$197.76 ,$150.05 ,$16.57 ,$49.44 ,$37.51 
INTERNAL MEDICINE,01876,$66.29 ,$197.76 ,$150.05 ,$16.57 ,$49.44 ,$37.51 
INTERNAL MEDICINE,01880,$66.29 ,$197.76 ,$150.05 ,$16.57 ,$49.44 ,$37.51 
INTERNAL MEDICINE,01886,$66.29 ,$197.76 ,$150.05 ,$16.57 ,$49.44 ,$37.51 
INTERNAL MEDICINE,01887,$66.29 ,$197.76 ,$150.05 ,$16.57 ,$49.44 ,$37.51 
INTERNAL MEDICINE,01890,$66.29 ,$197.76 ,$150.05 ,$16.57 ,$49.44 ,$37.51 
INTERNAL MEDICINE,01901,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,01904,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,01907,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,01913,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,01915,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,01921,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,01923,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,01930,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,01938,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,01940,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,01945,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,01949,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,01950,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,01960,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,01969,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,01970,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,01982,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,02019,$66.29 ,$197.76 ,$150.05 ,$16.57 ,$49.44 ,$37.51 
INTERNAL MEDICINE,02021,$66.29 ,$197.76 ,$150.05 ,$16.57 ,$49.44 ,$37.51 
INTERNAL MEDICINE,02026,$66.29 ,$197.76 ,$150.05 ,$16.57 ,$49.44 ,$37.51 
INTERNAL MEDICINE,02035,$66.29 ,$197.76 ,$150.05 ,$16.57 ,$49.44 ,$37.51 
INTERNAL MEDICINE,02038,$66.29 ,$197.76 ,$150.05 ,$16.57 ,$49.44 ,$37.51 
INTERNAL MEDICINE,02043,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,02050,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,02052,$66.29 ,$197.76 ,$150.05 ,$16.57 ,$49.44 ,$37.51 
INTERNAL MEDICINE,02061,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,02066,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,02053,$66.29 ,$197.76 ,$150.05 ,$16.57 ,$49.44 ,$37.51 
INTERNAL MEDICINE,02054,$66.29 ,$197.76 ,$150.05 ,$16.57 ,$49.44 ,$37.51 
INTERNAL MEDICINE,02056,$66.29 ,$197.76 ,$150.05 ,$16.57 ,$49.44 ,$37.51 
INTERNAL MEDICINE,02062,$66.29 ,$197.76 ,$150.05 ,$16.57 ,$49.44 ,$37.51 
INTERNAL MEDICINE,02067,$66.29 ,$197.76 ,$150.05 ,$16.57 ,$49.44 ,$37.51 
INTERNAL MEDICINE,02072,$66.29 ,$197.76 ,$150.05 ,$16.57 ,$49.44 ,$37.51 
INTERNAL MEDICINE,02081,$66.29 ,$197.76 ,$150.05 ,$16.57 ,$49.44 ,$37.51 
INTERNAL MEDICINE,02090,$66.29 ,$197.76 ,$150.05 ,$16.57 ,$49.44 ,$37.51 
INTERNAL MEDICINE,02093,$66.29 ,$197.76 ,$150.05 ,$16.57 ,$49.44 ,$37.51 
INTERNAL MEDICINE,02108,$66.29 ,$197.76 ,$150.05 ,$16.57 ,$49.44 ,$37.51 
INTERNAL MEDICINE,02109,$66.29 ,$197.76 ,$150.05 ,$16.57 ,$49.44 ,$37.51 
INTERNAL MEDICINE,02111,$66.29 ,$197.76 ,$150.05 ,$16.57 ,$49.44 ,$37.51 
INTERNAL MEDICINE,02113,$66.29 ,$197.76 ,$150.05 ,$16.57 ,$49.44 ,$37.51 
INTERNAL MEDICINE,02114,$66.29 ,$197.76 ,$150.05 ,$16.57 ,$49.44 ,$37.51 
INTERNAL MEDICINE,02115,$66.29 ,$197.76 ,$150.05 ,$16.57 ,$49.44 ,$37.51 
INTERNAL MEDICINE,02116,$66.29 ,$197.76 ,$150.05 ,$16.57 ,$49.44 ,$37.51 
INTERNAL MEDICINE,02118,$66.29 ,$197.76 ,$150.05 ,$16.57 ,$49.44 ,$37.51 
INTERNAL MEDICINE,02119,$66.29 ,$197.76 ,$150.05 ,$16.57 ,$49.44 ,$37.51 
INTERNAL MEDICINE,02120,$66.29 ,$197.76 ,$150.05 ,$16.57 ,$49.44 ,$37.51 
INTERNAL MEDICINE,02122,$66.29 ,$197.76 ,$150.05 ,$16.57 ,$49.44 ,$37.51 
INTERNAL MEDICINE,02124,$66.29 ,$197.76 ,$150.05 ,$16.57 ,$49.44 ,$37.51 
INTERNAL MEDICINE,02125,$66.29 ,$197.76 ,$150.05 ,$16.57 ,$49.44 ,$37.51 
INTERNAL MEDICINE,02126,$66.29 ,$197.76 ,$150.05 ,$16.57 ,$49.44 ,$37.51 
INTERNAL MEDICINE,02127,$66.29 ,$197.76 ,$150.05 ,$16.57 ,$49.44 ,$37.51 
INTERNAL MEDICINE,02128,$66.29 ,$197.76 ,$150.05 ,$16.57 ,$49.44 ,$37.51 
INTERNAL MEDICINE,02129,$66.29 ,$197.76 ,$150.05 ,$16.57 ,$49.44 ,$37.51 
INTERNAL MEDICINE,02130,$66.29 ,$197.76 ,$150.05 ,$16.57 ,$49.44 ,$37.51 
INTERNAL MEDICINE,02131,$66.29 ,$197.76 ,$150.05 ,$16.57 ,$49.44 ,$37.51 
INTERNAL MEDICINE,02132,$66.29 ,$197.76 ,$150.05 ,$16.57 ,$49.44 ,$37.51 
INTERNAL MEDICINE,02135,$66.29 ,$197.76 ,$150.05 ,$16.57 ,$49.44 ,$37.51 
INTERNAL MEDICINE,02136,$66.29 ,$197.76 ,$150.05 ,$16.57 ,$49.44 ,$37.51 
INTERNAL MEDICINE,02138,$66.29 ,$197.76 ,$150.05 ,$16.57 ,$49.44 ,$37.51 
INTERNAL MEDICINE,02139,$66.29 ,$197.76 ,$150.05 ,$16.57 ,$49.44 ,$37.51 
INTERNAL MEDICINE,02140,$66.29 ,$197.76 ,$150.05 ,$16.57 ,$49.44 ,$37.51 
INTERNAL MEDICINE,02141,$66.29 ,$197.76 ,$150.05 ,$16.57 ,$49.44 ,$37.51 
INTERNAL MEDICINE,02142,$66.29 ,$197.76 ,$150.05 ,$16.57 ,$49.44 ,$37.51 
INTERNAL MEDICINE,02143,$66.29 ,$197.76 ,$150.05 ,$16.57 ,$49.44 ,$37.51 
INTERNAL MEDICINE,02144,$66.29 ,$197.76 ,$150.05 ,$16.57 ,$49.44 ,$37.51 
INTERNAL MEDICINE,02145,$66.29 ,$197.76 ,$150.05 ,$16.57 ,$49.44 ,$37.51 
INTERNAL MEDICINE,02148,$66.29 ,$197.76 ,$150.05 ,$16.57 ,$49.44 ,$37.51 
INTERNAL MEDICINE,02149,$66.29 ,$197.76 ,$150.05 ,$16.57 ,$49.44 ,$37.51 
INTERNAL MEDICINE,02150,$66.29 ,$197.76 ,$150.05 ,$16.57 ,$49.44 ,$37.51 
INTERNAL MEDICINE,02151,$66.29 ,$197.76 ,$150.05 ,$16.57 ,$49.44 ,$37.51 
INTERNAL MEDICINE,02155,$66.29 ,$197.76 ,$150.05 ,$16.57 ,$49.44 ,$37.51 
INTERNAL MEDICINE,02169,$66.29 ,$197.76 ,$150.05 ,$16.57 ,$49.44 ,$37.51 
INTERNAL MEDICINE,02171,$66.29 ,$197.76 ,$150.05 ,$16.57 ,$49.44 ,$37.51 
INTERNAL MEDICINE,02176,$66.29 ,$197.76 ,$150.05 ,$16.57 ,$49.44 ,$37.51 
INTERNAL MEDICINE,02180,$66.29 ,$197.76 ,$150.05 ,$16.57 ,$49.44 ,$37.51 
INTERNAL MEDICINE,02184,$66.29 ,$197.76 ,$150.05 ,$16.57 ,$49.44 ,$37.51 
INTERNAL MEDICINE,02186,$66.29 ,$197.76 ,$150.05 ,$16.57 ,$49.44 ,$37.51 
INTERNAL MEDICINE,02189,$66.29 ,$197.76 ,$150.05 ,$16.57 ,$49.44 ,$37.51 
INTERNAL MEDICINE,02190,$66.29 ,$197.76 ,$150.05 ,$16.57 ,$49.44 ,$37.51 
INTERNAL MEDICINE,02191,$66.29 ,$197.76 ,$150.05 ,$16.57 ,$49.44 ,$37.51 
INTERNAL MEDICINE,02215,$66.29 ,$197.76 ,$150.05 ,$16.57 ,$49.44 ,$37.51 
INTERNAL MEDICINE,02301,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,02302,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,02324,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,02332,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,02333,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,02339,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,02346,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,02343,$66.29 ,$197.76 ,$150.05 ,$16.57 ,$49.44 ,$37.51 
INTERNAL MEDICINE,02351,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,02356,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,02359,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,02360,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,02368,$66.29 ,$197.76 ,$150.05 ,$16.57 ,$49.44 ,$37.51 
INTERNAL MEDICINE,02364,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,02375,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,02379,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,02382,$61.33 ,$185.13 ,$140.29 ,$15.33 ,$46.28 ,$35.07 
INTERNAL MEDICINE,02420,$66.29 ,$197.76 ,$150.05 ,$16.57 ,$49.44 ,$37.51 
INTERNAL MEDICINE,02421,$66.29 ,$197.76 ,$150.05 ,$16.57 ,$49.44 ,$37.51 
INTERNAL MEDICINE,02445,$66.29 ,$197.76 ,$150.05 ,$16.57 ,$49.44 ,$37.51 
INTERNAL MEDICINE,02446,$66.29 ,$197.76 ,$150.05 ,$16.57 ,$49.44 ,$37.51 
INTERNAL MEDICINE,02451,$66.29 ,$197.76 ,$150.05 ,$16.57 ,$49.44 ,$37.51 
INTERNAL MEDICINE,02452,$66.29 ,$197.76 ,$150.05 ,$16.57 ,$49.44 ,$37.51 
INTERNAL MEDICINE,02453,$66.29 ,$197.76 ,$150.05 ,$16.57 ,$49.44 ,$37.51 
INTERNAL MEDICINE,02458,$66.29 ,$197.76 ,$150.05 ,$16.57 ,$49.44 ,$37.51 
INTERNAL MEDICINE,02459,$66.29 ,$197.76 ,$150.05 ,$16.57 ,$49.44 ,$37.51 
INTERNAL MEDICINE,02462,$66.29 ,$197.76 ,$150.05 ,$16.57 ,$49.44 ,$37.51 
INTERNAL MEDICINE,02467,$66.29 ,$197.76 ,$150.05 ,$16.57 ,$49.44 ,$37.51 
INTERNAL MEDICINE,02468,$66.29 ,$197.76 ,$150.05 ,$16.57 ,$49.44 ,$37.51 
